CODIGO,DESCRIPCION,LATITUD,LONGITUD,DIRECION,CP,POBLACION,PROVINCIA,PAIS,CERCANIAS,FEVE,COMUN
5380,SAN ANTONIO,43.168851,-5.6967075,"Ctra. As-112a - Estación Ferrocarril, S/N",33685,ALLER,ASTURIAS,ESPAÑA,SI,SI,
5381,OYANCO,43.1665527,-5.7221512,"Barrio Santa Barbara - Estación Ferrocarril, S/N",33679,ALLER,ASTURIAS,ESPAÑA,SI,SI,
5382,CORIGOS,43.1642867,-5.6766513,"Ctra. As - 112 --- Estación Ferrocarril, S/N",33686,ALLER,ASTURIAS,ESPAÑA,SI,SI,
5383,PIÑERES,43.165973,-5.6842539,Aldea El Escobio S/N Piñeres (Aller),33685,ALLER,ASTURIAS,ESPAÑA,SI,SI,
5384,SANTA ANA-SOTO,43.1647805,-5.6460998,"Ctra. As-112 - Estación Ferrocarril, S/N",33685,RIBERA DE ARRIBA,ASTURIAS,ESPAÑA,SI,SI,
5385,CABAÑAQUINTA,43.16077,-5.6248987,"Avda. Francisco Cabrera, 16",33686,ALLER,ASTURIAS,ESPAÑA,SI,SI,
5387,LEVINCO,43.1511077,-5.6002937,"Ctra. A - 253 --- Estación Ferrocarril, S/N",33686,ALLER,ASTURIAS,ESPAÑA,SI,SI,
5389,COLLANZO,43.1241004,-5.5661544,"Ctra. General, S/N",33680,ALLER,ASTURIAS,ESPAÑA,SI,SI,
5401,LA BRAÑA,,,,,GIJÓN,ASTURIAS,ESPAÑA,SI,SI,
5403,TREMAÑES-LANGREO,43.5285439,-5.6948684,"Camino de Tremañes-Gijón, Apeadero del Ferrocarril, S/N",33211,GIJÓN,ASTURIAS,ESPAÑA,SI,SI,
5405,SOTIELLO,43.5072386,-5.7265416,Ctra. Gi-4 - Sotiello (Gijon),33393,GIJÓN,ASTURIAS,ESPAÑA,SI,SI,
5407,PINZALES,43.4865408,-5.7197038,Camino de la Estación S/N pinzales ( Gijon),33392,GIJÓN,ASTURIAS,ESPAÑA,SI,SI,
5409,AGUDA,43.4655199,-5.7260209,"Camino de la Estación, S/N",33392,GIJÓN,ASTURIAS,ESPAÑA,SI,SI,
5410,XIXÚN,43.3714523,-5.6938682,"Ctra. As-246 - Estación Ferrocarril, S/N",33937,SIERO,ASTURIAS,ESPAÑA,SI,SI,
5411,LA FLORIDA,43.4347588,-5.7099268,"Camino de la Estación, S/N",33189,SIERO,ASTURIAS,ESPAÑA,SI,SI,
5412,PUENTE BURACOS,43.4480478,-5.7172664,C/ Estación Ferrocarril S/N,33189,SIERO,ASTURIAS,ESPAÑA,SI,SI,
5413,NOREÑA,43.3939778,-5.7036269,Avda de Gijon S/Nº,33180,NOREÑA,ASTURIAS,ESPAÑA,SI,SI,
5415,BENDICIÓN,43.3634748,-5.680585,"Ctra. de Siero, 8",33937,SIERO,ASTURIAS,ESPAÑA,SI,SI,
5416,VALDESOTO,43.3583496,-5.6581467,"Ctra. Si-16 - Estación Ferrocarril, S/N",33938,SIERO,ASTURIAS,ESPAÑA,SI,SI,
5417,CARBAYÍN,43.3507215,-5.6343348,"Ctra. As - 249, S/N",33936,SIERO,ASTURIAS,ESPAÑA,SI,SI,
5420,CURUXONA,43.3398152,-5.6304762,"Ctra. As - 323 - Estación Ferrocarril, S/N",33936,SIERO,ASTURIAS,ESPAÑA,SI,SI,
5421,TUILLA,43.3281506,-5.6430775,"Calle Gaspar García Laviana S/N, Langreo (Asturias)",33935,LANGREO,ASTURIAS,ESPAÑA,SI,SI,
5426,LA FELGUERA N. LANGREO-N. LLANGRÉU,43.305459,-5.688896,"Calle Francisco Ferrer, S/N",33949,LANGREO,ASTURIAS,ESPAÑA,SI,SI,
5427,SAMA LOS LLERONES,43.296706,-5.680359,"Paseo de los Llerones, S/N",33909,LANGREO,ASTURIAS,ESPAÑA,SI,SI,
5431,CIAÑO ESCOBIO,43.2907242,-5.6678998,"Ctra. As - 117 --- Estación Ferrocarril, S/N",33900,LANGREO,ASTURIAS,ESPAÑA,SI,SI,
5432,SAN VICENTE,43.2891417,-5.6529333,"Calle San Vicente - Estacion Ferrocarril, S/N, San Martín del Rey Aurelio (Asturias)",33947,SAN MARTÍN DEL REY AURELIO,ASTURIAS,ESPAÑA,SI,SI,
5433,EL ENTREGO LA OSCURA,43.2895101,-5.6408099,"C/ Maximino Fdez.cocañin, S/N ,",33946,SAN MARTÍN DEL REY AURELIO,ASTURIAS,ESPAÑA,SI,SI,
5435,CARROCERA,43.2877335,-5.6263765,"C/ la Granja, S/N",33945,SAN MARTÍN DEL REY AURELIO,ASTURIAS,ESPAÑA,SI,SI,
5436,SAN MARTÍN,43.2783764,-5.6152919,"Pza. Industrial la Florida, S/N",33958,SAN MARTÍN DEL REY AURELIO,ASTURIAS,ESPAÑA,SI,SI,
5437,SOTRONDIO,43.2759255,-5.60489,C/ Estanislao Infanzon S/N-San Martin del Rey Aurelio,33950,SAN MARTÍN DEL REY AURELIO,ASTURIAS,ESPAÑA,SI,SI,
5439,BLIMEA,43.2708812,-5.5903311,"Avda. de la Libertad, S/N",33960,SAN MARTÍN DEL REY AURELIO,ASTURIAS,ESPAÑA,SI,SI,
5441,BARREDOS,43.2598889,-5.5749934,"C/ Estación Ferrocarril, S/N",33970,LAVIANA,ASTURIAS,ESPAÑA,SI,SI,
5443,LAVIANA,43.2508161,-5.5646688,"C/ Tejera Norte, 3 Bajo",33989,LAVIANA,ASTURIAS,ESPAÑA,SI,SI,
5451,BILBAO LA CONCORDIA,43.2601901,-2.9263839,"C/ Bailen, 2",48003,BILBAO,BIZKAIA,ESPAÑA,SI,SI,
5455,BASURTO HOSPITAL,43.2597699,-2.9538267,"Benta Estrata 2, Bilbo (Bizkaia)",48013,BILBAO,BIZKAIA,ESPAÑA,SI,SI,
5457,ZORROTZA ZORROZGOITI,43.2740398,-2.9740116,Ctra. Zorrotza A Kastrejana S/N zorrotza (Bilbao),48013,BILBAO,BIZKAIA,ESPAÑA,SI,SI,
5459,SANTA ÁGUEDA,43.261857,-2.9730218,"Ezkerribai Estrata, S/N",48013,BILBAO,BIZKAIA,ESPAÑA,SI,SI,
5460,KASTREXANA,43.2554758,-2.9721445,Ctra. Bi - 3742 --- Zorrotza Kastrexana Errepidea,48013,BILBAO,BIZKAIA,ESPAÑA,SI,SI,
5461,IRAUREGUI,43.248418,-2.9900734,"C/ Bazteita, 2",48810,ALONSOTEGI,BIZKAIA,ESPAÑA,SI,SI,
5463,ZARAMILLO,43.2332894,-3.015904,Geltoki Bidea S/N zaramillo ( Güeñes),48820,GÜEÑES,BIZKAIA,ESPAÑA,SI,SI,
5465,LA QUADRA,43.222723,-3.0249848,"C/ Askatasuna Kalea, 21",48820,GÜEÑES,BIZKAIA,ESPAÑA,SI,SI,
5467,SODUPE,43.2020301,-3.050517,C/ Urrestieta Nº 10 sodupe ( Güeñes),48830,GÜEÑES,BIZKAIA,ESPAÑA,SI,SI,
5469,ARTXUBE,43.200993,-3.0715031,"C/ Artxube Kalea, 2",48840,GÜEÑES,BIZKAIA,ESPAÑA,SI,SI,
5470,LAMBARRI,43.2060733,-3.0825107,"C/ Lambarri Kalea, S/N --- Ctra. Bi - 3651 --- Estación Ferrocarril, S/N",48840,GÜEÑES,BIZKAIA,ESPAÑA,SI,SI,
5471,GÜEÑES,43.2090276,-3.0952113,"C/ Enkarterri Kalea, S/N",48840,GÜEÑES,BIZKAIA,ESPAÑA,SI,SI,
5473,ARANGUREN,43.2104561,-3.108399,"Camino Estación, 1",48850,ZALLA,BIZKAIA,ESPAÑA,SI,SI,
5474,ARANGUREN-APEADERO,43.2103517,-3.1140505,"C/ Nicolas Maria Urgoiti Kalea - Autonomia Pla., S/N",48860,ZALLA,BIZKAIA,ESPAÑA,SI,SI,
5475,ZALLA,43.2129096,-3.1333368,"Doctor Andres Aya Goñi Kalea, S/N",48860,ZALLA,BIZKAIA,ESPAÑA,SI,SI,
5477,COLEGIO,43.2112674,-3.1381409,"C/ Etorbidea Lehendakari Jose Antonio Agirre, 17",48860,ZALLA,BIZKAIA,ESPAÑA,SI,SI,
5479,IBARRA,43.203959,-3.1448388,"C/ Gobeo Auzoa, 14",48860,ZALLA,BIZKAIA,ESPAÑA,SI,SI,
5481,LA HERRERA,43.2034521,-3.1705687,"V/ Ijalde Auzoa, 9",48860,ZALLA,BIZKAIA,ESPAÑA,SI,SI,
5483,BALMASEDA,43.1963551,-3.1899562,"C/ la Estación, 3",48800,BALMASEDA,BIZKAIA,ESPAÑA,SI,SI,
5484,MIMETIZ,43.2132627,-3.1352774,"Avda. Sabino Arana, S/N",48860,ZALLA,BIZKAIA,ESPAÑA,SI,NO,
5485,LA CALZADA,43.1901154,-3.1974062,"C/ la Calzada Kalea, 3",48800,BALMASEDA,BIZKAIA,ESPAÑA,SI,SI,
5487,TRASLAVIÑA,43.23329,-3.198304,Barrio de Traslaviña-Herbosa (Artzentales),48879,ARTZENTALES,BIZKAIA,ESPAÑA,SI,SI,
5489,ARTZENTALES,43.25,-3.22,"C/ Estación Ferrocarril, S/N",48879,ERRIBERAGOITIA/RIBERA ALTA,BIZKAIA,ESPAÑA,SI,SI,
5493,VILLAVERDE DE TRUCIOS,43.24128,-3.25054,"Laureta Auzoa, 29",48879,TRUCIOS-TURTZIOZ,BIZKAIA,ESPAÑA,SI,SI,
5497,KARRANTZA,43.238854,-3.357827,"Barrio Ambasaguas, S/N",48890,KARRANTZA HARANA/VALLE DE CARRANZA,BIZKAIA,ESPAÑA,SI,SI,
5504,PARQUE PRINCIPADO,43.3865865,-5.8087971,"C/ Aldea Paredes, S/N",33011,OVIEDO,ASTURIAS,ESPAÑA,SI,SI,
5505,COLLOTO,43.3795086,-5.792366,C/ de la Estación S/N,33010,SIERO,ASTURIAS,ESPAÑA,SI,SI,
5507,MERES,43.3809885,-5.7487209,"Calle la Estación S/N, Siero (Asturias)",33199,SIERO,ASTURIAS,ESPAÑA,SI,SI,
5508,FONCIELLO,43.3817779,-5.7297194,"Ctra. El Berron, S/N",33199,SIERO,ASTURIAS,ESPAÑA,SI,SI,
5509,EL BERRÓN,43.3827383,-5.7026774,"C/ la Estación, S/N",33186,SIERO,ASTURIAS,ESPAÑA,SI,SI,
5511,LA CARRERA DE SIERO,43.3869214,-5.6753462,"C/ del Llugar de Arriba, S/N",33519,SIERO,ASTURIAS,ESPAÑA,SI,SI,
5513,POLA DE SIERO,43.3881527,-5.6647718,C/ Molin Nº 30 pola de Siero,33510,SIERO,ASTURIAS,ESPAÑA,SI,SI,
5515,LOS CORROS,43.3768432,-5.6013769,"Ctra. As - 249 --- Estación Ferrocarril, S/N",33518,SIERO,ASTURIAS,ESPAÑA,SI,SI,
5517,LIERES,43.380583,-5.5826229,"C/ la Estación, S/N",33580,SIERO,ASTURIAS,ESPAÑA,SI,SI,
5519,RIANES,43.3789387,-5.5628276,Carretera a Reanes S/N,33580,RIAÑO,ASTURIAS,ESPAÑA,NO,SI,
5521,EL REMEDIO,43.3750793,-5.5462394,"Ctra. Na - 4 --- Estación Ferrocarril, S/N",33529,NAVA,ASTURIAS,ESPAÑA,SI,SI,
5522,LLAMES,43.3687796,-5.5252404,"C/ Estación Ferrocarril, S/N",33529,NAVA,ASTURIAS,ESPAÑA,SI,SI,
5523,NAVA,43.3611878,-5.5090986,"Calle la Barraca S/N, Nava (Asturias)",33520,NAVA,ASTURIAS,ESPAÑA,SI,SI,
5525,FUENTE SANTA DE NAVA,43.3555699,-5.478379,"Ctra. Na - 3 --- Estación Ferrocarril, S/N",33529,NAVA,ASTURIAS,ESPAÑA,SI,SI,
5527,CECEDA,43.3562226,-5.4511094,"C/ Caserio Vega de Abajo, 10",33582,NAVA,ASTURIAS,ESPAÑA,SI,SI,
5529,CARANCOS,43.3555692,-5.4344422,"Ctra. General, S/N",33520,NAVA,ASTURIAS,ESPAÑA,SI,SI,
5531,PINTUELES,43.3599234,-5.3841316,"Ctra. N-634 - Estación Ferrocarril, S/N",33535,PILOÑA,ASTURIAS,ESPAÑA,SI,SI,
5533,INFIESTO,43.3517868,-5.3692019,"Avda. de la Cueva, 2",33530,PILOÑA,ASTURIAS,ESPAÑA,SI,SI,
5534,INFIESTO APEADERO,43.3440407,-5.3606414,"C/ la Medina, S/N",33530,PILOÑA,ASTURIAS,ESPAÑA,SI,SI,
5535,VILLAMAYOR,43.3631,-5.30285,Barrio la Estación-Villamayor (Piloña),33583,PILOÑA,ASTURIAS,ESPAÑA,NO,SI,
5537,SEBARES,43.36236,-5.2574,Ctra. General S/N sevares (Piloña),33584,PILOÑA,ASTURIAS,ESPAÑA,NO,SI,
5539,SOTO DE DUEÑAS,43.3583,-5.22689,Ctra. General S/N Soto Dueñas (Parres),33585,PARRES,ASTURIAS,ESPAÑA,NO,SI,
5541,OZANES,43.368395,-5.185191,"Ctra. Pr-4 - Estación Ferrocarril, S/N",33546,PARRES,ASTURIAS,ESPAÑA,NO,SI,
5542,POLICLÍNICO,43.378622,-5.18603,"C/ Castañera, S/N",33540,PARRES,ASTURIAS,ESPAÑA,NO,SI,
5543,ARRIONDAS,43.387513,-5.188258,"C/ Evaristo Valle, S/N",33540,PARRES,ASTURIAS,ESPAÑA,NO,SI,
5545,FUENTES,43.401443,-5.143117,"C/ Fuentes, S/N",33586,PARRES,ASTURIAS,ESPAÑA,NO,SI,
5547,TORAÑO,43.412281,-5.118013,Camino de la Estación S/N toraño (Parres),33587,PARRES,ASTURIAS,ESPAÑA,NO,SI,
5549,CUEVAS,43.431144,-5.073302,"C/ Estación Ferrocarril, S/N",33500,RIBADESELLA,ASTURIAS,ESPAÑA,NO,SI,
5551,LLOVIO,43.440563,-5.055592,Glorieta Cruce N - 632 Con N - 634,33569,RIBADESELLA,ASTURIAS,ESPAÑA,NO,SI,
5552,RIBADESELLA PUERTO,43.4586649,-5.0568797,"Barrio Orellana, 10",33560,RIBADESELLA,ASTURIAS,ESPAÑA,NO,SI,
5553,RIBADESELLA,43.45945,-5.0545,"Calle la Atalaya S/N, Ribadesella (Asturias)",33560,RIBADESELLA,ASTURIAS,ESPAÑA,NO,SI,
5555,CAMANGO,43.44821,-5.01882,"Ctra. As - 263 --- Estación Ferrocarril, S/N",33568,RIBADESELLA,ASTURIAS,ESPAÑA,NO,SI,
5557,BELMONTE DE PRÍA,43.4398,-4.98228,"Ctra. As - 263 --- Estación Ferrocarril, S/N",33591,LLANES,ASTURIAS,ESPAÑA,NO,SI,
5559,NUEVA,43.440585,-4.935531,Paseo de los Tilos Nº 46- Nueva,33592,LLANES,ASTURIAS,ESPAÑA,NO,SI,
5561,VILLAHORMES,43.4420099,-4.90383,"Ctra. As-263 - Estación Ferrocarril, S/N",33593,LLANES,ASTURIAS,ESPAÑA,NO,SI,
5563,POSADA,43.42483,-4.865,C/ Aldea Posada S/N -Posada de Llanes,33594,LLANES,ASTURIAS,ESPAÑA,NO,SI,
5565,BALMORI,43.42147,-4.83583,"Ctra. As - 263 --- Estación Ferrocarril, S/N",33595,LLANES,ASTURIAS,ESPAÑA,NO,SI,
5567,CELORIO,43.42501,-4.81133,"Ctra. As -263 --- Estación Ferrocarril, S/N",33595,LLANES,ASTURIAS,ESPAÑA,NO,SI,
5569,POO,43.42429,-4.78189,"Ctra. As-263 - Estación Ferrocarril, S/N",33509,LLANES,ASTURIAS,ESPAÑA,NO,SI,
5571,LLANES,43.42094,-4.7587,"C/ Roman Romano, S/N",33500,LLANES,ASTURIAS,ESPAÑA,NO,SI,
5573,SAN ROQUE DEL ACEBAL,43.39473,-4.73013,"Pza. San Roque, 306",33596,LLANES,ASTURIAS,ESPAÑA,NO,SI,
5575,VIDIAGO,43.39647,-4.673,"C/ Riego, S/N",33597,LLANES,ASTURIAS,ESPAÑA,NO,SI,
5577,PENDUELES,43.39283,-4.63039,"Ctra. Lln-3 - Estación Ferrocarril, S/N",33598,LLANES,ASTURIAS,ESPAÑA,NO,SI,
5579,COLOMBRES,43.38272,-4.55709,"C/ Estación Ferrocarril, S/N",33590,RIBADEDEVA,ASTURIAS,ESPAÑA,NO,SI,
5601,SANTANDER RAM,43.4583294,-3.8120706,,,SANTANDER,,ESPAÑA,SI,SI,
5602,VALDECILLA LA MARGA,43.4529465,-3.8282409,"Avda. Parayas, S/N - Poligono Industrial Candina",39011,SANTANDER,CANTABRIA,ESPAÑA,SI,SI,
5603,CAZOÑA,43.4551542,-3.8411637,"Ctra. N - 611 --- Estación Ferrocarril, S/N",39011,SANTANDER,CANTABRIA,ESPAÑA,SI,SI,
5604,ADARZO,43.4534716,-3.8559044,"Barrio de Adarzo-Adarzo, S/N",39011,SANTANDER,CANTABRIA,ESPAÑA,SI,SI,
5605,BEZANA,43.4408549,-3.8995921,"C/ Soledad, S/N",39100,SANTA CRUZ DE BEZANA,CANTABRIA,ESPAÑA,SI,SI,
5607,MORTERA,43.4352343,-3.9182532,"Ctra. S-464 - Estación Ferrocarril, S/N",39100,PIÉLAGOS,CANTABRIA,ESPAÑA,SI,SI,
5609,BOO DE PIÉLAGOS,43.4316558,-3.9463107,"Barrio San Juan, 4",39478,PIÉLAGOS,CANTABRIA,ESPAÑA,SI,SI,
5611,MOGRO,43.4248932,-3.9605163,Barrio de la Estación Nº 16-Mogro (Miengo),39310,MIENGO,CANTABRIA,ESPAÑA,SI,SI,
5613,GORNAZO,43.4097025,-3.9886035,"Ctra. Ca - 322 --- Estación Ferrocarril, S/N",39318,MIENGO,CANTABRIA,ESPAÑA,SI,SI,
5615,MAR,43.3984063,-4.0100059,"Ctra. Ca - 322 --- Barrio Mar, S/N",39318,POLANCO,CANTABRIA,ESPAÑA,SI,SI,
5617,REQUEJADA,43.3914179,-4.0280246,Barrio de la Requejada-Requejada (Polanco),39312,POLANCO,CANTABRIA,ESPAÑA,SI,SI,
5619,BARREDA,43.3742833,-4.0418972,"Avda. de Solvay , 13",39300,TORRELAVEGA,CANTABRIA,ESPAÑA,SI,SI,
5620,ALTAMIRA,43.3519196,-4.0569699,"Barrio El Cerezo, S/N",39300,TORRELAVEGA,CANTABRIA,ESPAÑA,SI,SI,
5621,TORRELAVEGA-CENTRO,43.3510014,-4.0511789,"Plaza Estaciones 1, Torrelavega (Cantabria)",39300,TORRELAVEGA,CANTABRIA,ESPAÑA,SI,SI,
5622,GANZO,43.3565281,-4.0702273,"Avda. Oviedo, 61 --- Estación Ferrocarril, S/N",39300,TORRELAVEGA,CANTABRIA,ESPAÑA,SI,SI,
5623,PUENTE SAN MIGUEL,43.3586724,-4.0877667,Barrio la Redonda S/N-Puente San Miguel (Reocin),39530,REOCÍN,CANTABRIA,ESPAÑA,SI,SI,
5625,SANTA ISABEL DE QUIJAS,43.3590101,-4.1118533,"Barrio la Veguilla, S/N",39530,REOCÍN,CANTABRIA,ESPAÑA,SI,SI,
5627,SAN PEDRO DE RUDAGÜERA,43.3611587,-4.1495281,Barrio la Estación S/N-San Pedro de Rudagüera (Alfoz de Lloredo),39539,ALFOZ DE LLOREDO,CANTABRIA,ESPAÑA,SI,SI,
5629,GOLBARDO,43.3408164,-4.1556282,"Ctra. Ca - 354 --- Barrio Golbardo, S/N",39590,REOCÍN,CANTABRIA,ESPAÑA,SI,SI,
5631,CASAR DE PERIEDO,43.3387837,-4.174731,"Barrio del Casar, S/N",39591,CABEZÓN DE LA SAL,CANTABRIA,ESPAÑA,SI,SI,
5633,VIRGEN DE LA PEÑA,43.3230394,-4.193484,Barrio Virgen de la Peña S/N-Virgen de la Peña,39509,CABEZÓN DE LA SAL,CANTABRIA,ESPAÑA,SI,SI,
5635,ONTORIA,43.3153337,-4.2154219,"Barrio Ontoria, 200",39500,CABEZÓN DE LA SAL,CANTABRIA,ESPAÑA,SI,SI,
5637,CABEZÓN DE LA SAL,43.3079038,-4.2319437,"C/ Barrio de la Estación, S/N",39500,CABEZÓN DE LA SAL,CANTABRIA,ESPAÑA,SI,SI,
5641,TRECEÑO,43.31828,-4.30902,C/ la Estación Nº 62-Valdaliga,39592,VALDÁLIGA,CANTABRIA,ESPAÑA,SI,SI,
5643,ROIZ,43.32821,-4.34927,"Barrio las Cuevas, 20",39593,VALDÁLIGA,CANTABRIA,ESPAÑA,SI,SI,
5644,EL BARCENAL,43.340347,-4.383335,"Barrio El Barcenal, S/N",39549,SAN VICENTE DE LA BARQUERA,CANTABRIA,ESPAÑA,SI,SI,
5645,SAN VICENTE DE LA BARQUERA,43.367837,-4.404504,Barrio Acebosa-San Vicente de la Barquera,39549,SAN VICENTE DE LA BARQUERA,CANTABRIA,ESPAÑA,SI,SI,
5647,PESUÉS,43.370289,-4.480174,"Ctra. Ca-181 - Estación Ferrocarril, S/N",39548,VAL DE SAN VICENTE,CANTABRIA,ESPAÑA,SI,SI,
5649,UNQUERA,43.37478,-4.51434,C/ Ctra. General S/N Unquera,39560,VAL DE SAN VICENTE,CANTABRIA,ESPAÑA,SI,SI,
5651,NUEVA MONTAÑA,43.4401845,-3.8493711,Avda. de Nueva Montaña S/N -Santander,39011,SANTANDER,CANTABRIA,ESPAÑA,SI,SI,
5652,VALLE REAL,43.4275399,-3.8405377,"C/ Enrique Gran, S/N",39600,SANTANDER,CANTABRIA,ESPAÑA,SI,SI,
5655,MALIAÑO VIDRIERA,43.4160163,-3.8411016,Avda. Cantabria-Maliaño (Camargo),39600,CAMARGO,CANTABRIA,ESPAÑA,SI,SI,
5657,ASTILLERO,43.4036508,-3.8206798,"Avda. Chiclana, S/N",39610,ASTILLERO (EL),CANTABRIA,ESPAÑA,SI,SI,
5658,LA CANTÁBRICA,43.3973661,-3.8149679,"C/ la Cantabrica, 23",39610,COMILLAS,CANTABRIA,ESPAÑA,SI,SI,
5659,SAN SALVADOR,43.393766,-3.803854,"Barrio El Espino, S/N",39619,MEDIO CUDEYO,CANTABRIA,ESPAÑA,SI,SI,
5661,HERAS,43.4008996,-3.7666376,"Barrio de la Estación, S/N",39792,MEDIO CUDEYO,CANTABRIA,ESPAÑA,SI,SI,
5663,OREJO,43.3994776,-3.7383974,Barrio de la Estación S/N-Orejo ( Marina de Cudeyo),39719,MARINA DE CUDEYO,CANTABRIA,ESPAÑA,SI,SI,
5665,SOLARES,43.387247,-3.7313834,Paseo de la Estación Nº1-Solares ( Medio Cudeyo),39710,MEDIO CUDEYO,CANTABRIA,ESPAÑA,SI,SI,
5667,CECEÑAS,43.3764924,-3.7181918,"Ctra. Ca - 161 --- Poblado Ceceñas, 72",39724,MEDIO CUDEYO,CANTABRIA,ESPAÑA,SI,SI,
5669,LA CAVADA,43.3506141,-3.7070777,"Paseo Marques de Valdecilla, S/N --- Ctra. Rucandio, S/N",39720,RIOTUERTO,CANTABRIA,ESPAÑA,SI,SI,
5671,LIÉRGANES,43.3450748,-3.742645,"Calle Puente Romano 1, Liérganes (Cantabria)",39727,LIÉRGANES,CANTABRIA,ESPAÑA,SI,SI,
5672,PUENTE AGÜERO,43.406489,-3.719342,"Ctra. Ca-421 - Estación Ferrocarril, S/N",39719,ENTRAMBASAGUAS,CANTABRIA,ESPAÑA,SI,SI,
5673,VILLAVERDE DE PONTONES,43.411322,-3.703643,"C/ Barrio El Resbalon, 9",39793,RIBAMONTÁN AL MONTE,CANTABRIA,ESPAÑA,SI,SI,
5675,HOZ DE ANERO,43.404885,-3.666883,"Barrio. la Estación S/N, Hoz de Anero (Cantabria)",39794,RIBAMONTÁN AL MONTE,CANTABRIA,ESPAÑA,SI,SI,
5677,BERANGA,43.41371,-3.57713,"Barrio de la Estación, S/N",39730,HAZAS DE CESTO,CANTABRIA,ESPAÑA,SI,SI,
5679,GAMA,43.42315,-3.52472,"Ctra. Santander Bilbao-Gama, S/N",39790,BÁRCENA DE CICERO,CANTABRIA,ESPAÑA,SI,SI,
5681,CICERO,43.417052,-3.49049,"Ctra. N - 634 --- Estación Ferrocarril, S/N",39790,BÁRCENA DE CICERO,CANTABRIA,ESPAÑA,SI,SI,
5683,TRETO,43.39409,-3.4692,Barrio de la Estación S/N-Treto (Barcena de Cicero),39760,BÁRCENA DE CICERO,CANTABRIA,ESPAÑA,SI,SI,
5685,LIMPIAS,43.35881,-3.43334,"Ctra. Ca - 257 --- Estación Ferrocarril, S/N",39762,LIMPIAS,CANTABRIA,ESPAÑA,SI,SI,
5687,MARRÓN,43.34661,-3.420918,Residencial la Virgen-Marron (Ampuero),39849,AMPUERO,CANTABRIA,ESPAÑA,SI,SI,
5689,UDALLA,43.31368,-3.44549,"Barrio Fresno, 14",39860,RASINES,CANTABRIA,ESPAÑA,SI,SI,
5691,GIBAJA,43.28219,-3.43831,"Barrio de la Estación, S/N",39809,RAMALES DE LA VICTORIA,CANTABRIA,ESPAÑA,SI,SI,
5721,ARLA BERRÓN,43.166699,-3.227589,"Camino El Berron, S/N",9585,VALLE DE MENA,BURGOS,ESPAÑA,NO,SI,
5722,UNGO NAVA,43.142894,-3.264716,"Ctra. Cl-629 - Estación Ferrocarril, S/N",9586,VALLE DE MENA,BURGOS,ESPAÑA,NO,SI,
5724,MERCADILLO VILLASANA,43.105209,-3.264469,Barrio del Mercadillo S/N- Villasana de Mena,9588,CEREZO DE RÍO TIRÓN,BURGOS,ESPAÑA,NO,SI,
5727,CADAGUA,43.068171,-3.347339,"C/ Camino A Mena --- Estación Ferrocarril, S/N",9589,VALLE DE MENA,BURGOS,ESPAÑA,NO,SI,
5730,BERCEDO-MONTIJA,43.088479,-3.456,"C/ Estación, S/N",9569,MERINDAD DE SOTOSCUEVA,BURGOS,ESPAÑA,NO,SI,
5731,QUINTANA DE LOS PRADOS,43.08,-3.51,"Ctra. Bu-526 - Estación Ferrocarrikl, S/N",9569,ESPINOSA DE LOS MONTEROS,BURGOS,ESPAÑA,NO,SI,
5732,ESPINOSA DE LOS MONTEROS,43.074252,-3.537116,"Ctra. General, S/N",9560,ESPINOSA DE LOS MONTEROS,BURGOS,ESPAÑA,NO,SI,
5733,REDONDO,43.062993,-3.607895,C/ Estación Ferrocarril S/N,9568,MERINDAD DE SOTOSCUEVA,BURGOS,ESPAÑA,NO,SI,
5734,SOTOSCUEVA,43.045292,-3.688253,Estación S/N-Vallejo de Sotoscueva,9568,MERINDAD DE SOTOSCUEVA,BURGOS,ESPAÑA,NO,SI,
5735,PEDROSA,43.012367,-3.737852,C/ de la Estación S/N-Pedrosa de Valdeporres,9574,MERINDAD DE VALDEPORRES,BURGOS,ESPAÑA,NO,SI,
5736,DOSANTE CIDAD,43.00125,-3.74525,"Ctra. Estación Ferrocarril, S/N",9574,MERINDAD DE VALDEPORRES,BURGOS,ESPAÑA,NO,SI,
5737,ROBREDO AHEDO,43.019094,-3.809231,C/ Estación Ferrocarril S/N,9573,MERINDAD DE VALDEPORRES,BURGOS,ESPAÑA,NO,SI,
5738,SONCILLO,43.005809,-3.844888,"Ctra. Bu-V-5791, Estación de Ferrocarril S/N, Soncillo (Burgos)",9572,VALLE DE VALDEBEZANA,BURGOS,ESPAÑA,NO,SI,
5739,CABAÑAS DE VIRTUS,42.996397,-3.858466,"C/ Estación Ferrocarril, S/N",9572,VALLE DE VALDEBEZANA,BURGOS,ESPAÑA,NO,SI,
5740,ARIJA,42.991292,-3.945006,"C/ Arsenio Brachot, S/N",9570,ARIJA,BURGOS,ESPAÑA,NO,SI,
5741,LLANO,42.988062,-3.982357,"Ctra. Ca - 730 --- Estación Ferrocarril, S/N",39213,ROZAS DE VALDEARROYO (LAS),CANTABRIA,ESPAÑA,NO,SI,
5742,LAS ROZAS DE VALDEARROYO,42.973605,-4.029864,"Ctra. Ca - 730 --- Estación Ferrocarril, S/N",39213,ROZAS DE VALDEARROYO (LAS),CANTABRIA,ESPAÑA,NO,SI,
